@relation 'MultiLabelData: -C -14-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V'

@attribute Att1 {0,1,2,3}
@attribute Att2 {0,1,2,3}
@attribute Att3 {0,1,2,3}
@attribute Att4 {0,1,2,3}
@attribute Att5 {0,1,2,3}
@attribute Att6 {0,1,2,3}
@attribute Att7 {0,1,2,3}
@attribute Att8 {0,1,2,3}
@attribute Att9 {0,1,2,3}
@attribute Att10 {0,1,2,3}
@attribute Att11 {0,1,2,3}
@attribute Att12 {0,1,2,3}
@attribute Att13 {0,1,2,3}
@attribute Att14 {0,1,2,3}
@attribute Att15 {0,1,2,3}
@attribute Att16 {0,1,2,3}
@attribute Att17 {0,1,2,3}
@attribute Att18 {0,1,2,3}
@attribute Att19 {0,1,2,3}
@attribute Att20 {0,1,2,3}
@attribute Att21 {0,1,2,3}
@attribute Att22 {0,1,2,3}
@attribute Att23 {0,1,2,3}
@attribute Att24 {0,1,2,3}
@attribute Att25 {0,1,2,3}
@attribute Att26 {0,1,2,3}
@attribute Att27 {0,1,2,3}
@attribute Att28 {0,1,2,3}
@attribute Att29 {0,1,2,3}
@attribute Att30 {0,1,2,3}
@attribute Att31 {0,1,2,3}
@attribute Att32 {0,1,2,3}
@attribute Att33 {0,1,2,3}
@attribute Att34 {0,1,2,3}
@attribute Att35 {0,1,2,3}
@attribute Att36 {0,1,2,3}
@attribute Att37 {0,1,2,3}
@attribute Att38 {0,1,2,3}
@attribute Att39 {0,1,2,3}
@attribute Att40 {0,1,2,3}
@attribute Att41 {0,1,2,3}
@attribute Att42 {0,1,2,3}
@attribute Att43 {0,1,2,3}
@attribute Att44 {0,1,2,3}
@attribute Att45 {0,1,2,3}
@attribute Att46 {0,1,2,3}
@attribute Att47 {0,1,2,3}
@attribute Att48 {0,1,2,3}
@attribute Att49 {0,1,2,3}
@attribute Att50 {0,1,2,3}
@attribute Att51 {0,1,2,3}
@attribute Att52 {0,1,2,3}
@attribute Att53 {0,1,2,3}
@attribute Att54 {0,1,2,3}
@attribute Att55 {0,1,2,3}
@attribute Att56 {0,1,2,3}
@attribute Att57 {0,1,2,3}
@attribute Att58 {0,1,2,3}
@attribute Att59 {0,1,2,3}
@attribute Att60 {0,1,2,3}
@attribute Att61 {0,1,2,3}
@attribute Att62 {0,1,2,3}
@attribute Att63 {0,1,2,3}
@attribute Att64 {0,1,2,3}
@attribute Att65 {0,1,2,3}
@attribute Att66 {0,1,2,3}
@attribute Att67 {0,1,2,3}
@attribute Att68 {0,1,2,3}
@attribute Att69 {0,1,2,3}
@attribute Att70 {0,1,2,3}
@attribute Att71 {0,1,2,3}
@attribute Att72 {0,1,2,3}
@attribute Att73 {0,1,2,3}
@attribute Att74 {0,1,2,3}
@attribute Att75 {0,1,2,3}
@attribute Att76 {0,1,2,3}
@attribute Att77 {0,1,2,3}
@attribute Att78 {0,1,2,3}
@attribute Att79 {0,1,2,3}
@attribute Att80 {0,1,2,3}
@attribute Att81 {0,1,2,3}
@attribute Att82 {0,1,2,3}
@attribute Att83 {0,1,2,3}
@attribute Att84 {0,1,2,3}
@attribute Att85 {0,1,2,3}
@attribute Att86 {0,1,2,3}
@attribute Att87 {0,1,2,3}
@attribute Att88 {0,1,2,3}
@attribute Att89 {0,1,2,3}
@attribute Att90 {0,1,2,3}
@attribute Att91 {0,1,2,3}
@attribute Att92 {0,1,2,3}
@attribute Att93 {0,1,2,3}
@attribute Att94 {0,1,2,3}
@attribute Att95 {0,1,2,3}
@attribute Att96 {0,1,2,3}
@attribute Att97 {0,1,2,3}
@attribute Att98 {0,1,2,3}
@attribute Att99 {0,1,2,3}
@attribute Att100 {0,1,2,3}
@attribute Att101 {0,1,2,3}
@attribute Att102 {0,1,2,3}
@attribute Att103 {0,1,2,3}
@attribute Class1 {0,1}
@attribute Class2 {0,1}
@attribute Class3 {0,1}
@attribute Class4 {0,1}
@attribute Class5 {0,1}
@attribute Class6 {0,1}
@attribute Class7 {0,1}
@attribute Class8 {0,1}
@attribute Class9 {0,1}
@attribute Class10 {0,1}
@attribute Class11 {0,1}
@attribute Class12 {0,1}
@attribute Class13 {0,1}
@attribute Class14 {0,1}

@data
1,0,3,1,2,3,1,3,1,3,2,1,1,0,2,0,2,3,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,2,1,1,0,0,1,0,0,0,3,2,2,3,3,3,0,3,3,2,3,2,2,3,3,2,2,1,1,0,0,1,3,3,0,2,3,1,1,2,0,2,3,0,0,1,0,1,3,3,3,2,1,0,3,0,3,0,0,1,2,1,2,3,0,2,0,0,0,0,0,0,1,1,0,0,0,1,1,0
3,3,3,2,2,2,0,3,2,1,3,1,2,3,1,3,2,2,3,0,3,2,1,0,2,1,1,0,1,0,2,1,3,2,2,0,1,1,0,0,1,1,1,2,2,2,2,3,0,0,0,0,0,2,0,2,0,0,3,3,3,2,3,3,0,2,0,1,1,2,3,2,0,2,1,2,2,3,3,1,2,3,2,2,1,2,3,1,1,1,1,2,0,2,2,3,0,1,1,3,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,3,2,1,1,1,1,1,1,3,0,3,0,1,0,1,1,2,3,3,2,1,0,0,0,0,0,0,2,2,1,2,1,2,1,2,1,0,0,0,0,1,0,0,0,0,0,3,2,1,1,1,0,2,1,0,2,3,3,3,3,2,3,3,0,2,2,0,2,3,2,2,0,0,2,3,1,3,3,2,1,1,1,1,2,2,2,3,2,1,1,1,1,1,2,2,1,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
3,2,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,2,1,2,3,3,3,3,3,3,3,2,2,2,2,2,3,2,3,1,1,1,3,3,1,0,1,2,0,3,2,2,0,0,0,1,2,2,3,3,0,0,2,0,0,0,0,0,3,3,1,1,3,1,1,0,1,1,0,1,3,0,0,3,3,0,1,0,1,1,1,0,1,0,0,1,3,1,3,1,3,3,1,0,1,2,3,0,0,0,1,1,0,0,0,0,0,0,1,1,0
3,1,2,0,2,1,2,1,2,2,1,1,1,3,0,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,1,0,0,0,1,1,3,1,1,1,0,3,3,3,2,2,0,1,0,3,3,2,2,3,2,3,3,1,1,2,2,3,2,2,1,0,1,1,0,1,2,2,3,0,2,3,3,2,0,1,0,2,2,0,3,2,3,2,0,1,2,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,2,0,2,3,0,1,0,3,1,3,2,2,2,3,2,2,3,3,2,3,3,3,2,3,3,3,3,2,2,3,3,3,2,1,2,3,1,0,2,1,1,1,1,1,1,0,0,3,0,1,2,1,0,2,1,2,3,2,1,1,1,0,3,1,2,2,2,0,0,0,0,0,0,1,1,0,3,3,3,3,0,1,2,3,3,3,0,1,0,0,0,0,1,3,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0
0,2,2,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,2,1,0,3,2,2,2,3,3,3,2,3,3,3,0,0,1,0,0,1,1,3,2,0,0,3,1,0,1,2,1,1,1,1,0,2,0,0,1,0,3,3,3,3,3,2,1,0,2,2,2,2,3,1,2,2,1,3,3,3,3,3,0,1,0,3,2,1,1,0,0,2,1,0,2,0,0,3,0,0,3,0,3,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0
1,1,3,0,1,0,2,0,1,2,1,1,1,1,1,0,2,1,2,0,1,0,2,2,0,2,2,1,0,1,3,1,3,3,3,2,2,1,3,2,2,2,3,0,3,3,3,3,2,2,2,1,1,3,0,0,2,3,0,0,0,0,1,0,2,3,1,0,0,0,0,0,3,3,3,3,3,3,2,3,0,2,0,3,3,3,0,2,2,0,3,0,2,3,0,0,0,0,1,2,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,1,3,3,2,0,0,0,0,1,2,3,2,3,2,3,1,0,0,0,2,3,3,3,2,3,3,2,1,2,2,2,0,1,1,3,3,0,0,0,2,1,2,1,1,3,3,3,3,3,0,3,2,3,3,1,1,0,0,1,1,2,2,2,3,1,1,1,0,1,0,1,1,2,0,1,2,2,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,2,1,2,0,2,1,1,1,2,0,2,2,0,0,0,0,2,0,1,3,2,1,1,1,2,1,2,3,2,1,0,3,3,3,2,0,2,3,3,3,2,2,3,3,3,3,2,1,1,1,2,3,1,2,3,1,2,0,1,2,0,0,0,3,3,1,2,0,3,0,0,2,1,2,3,3,3,2,1,2,2,3,2,1,1,1,2,3,2,0,3,1,1,1,1,1,1,1,0,3,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0
0,1,1,1,2,2,1,1,0,1,1,0,0,1,1,0,2,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,2,1,2,1,1,1,2,2,0,0,1,1,0,2,1,1,3,3,1,1,1,3,0,1,3,1,2,2,1,2,3,2,1,1,1,1,0,3,2,2,1,1,1,2,3,2,3,0,3,3,0,3,0,0,3,3,0,0,0,0,2,0,3,3,0,0,0,3,3,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0
0,1,0,2,3,2,2,0,3,2,2,1,1,3,3,3,0,0,2,3,3,1,0,1,2,3,3,3,2,3,3,3,0,0,0,2,1,0,0,0,2,1,0,3,1,0,1,3,3,3,3,1,1,1,1,0,3,3,0,2,1,2,1,1,3,1,3,3,3,1,0,0,3,0,0,2,1,0,0,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,0,0,0,0,1,1,0,0,0,0,0,1,1,0
2,3,2,2,1,1,1,3,0,3,1,2,1,1,1,1,0,2,1,0,3,2,1,0,1,0,0,0,1,0,0,0,3,3,2,2,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,0,2,3,3,3,3,2,3,3,0,3,0,1,0,1,3,2,3,3,0,0,0,0,1,1,1,0,0,2,3,2,2,3,0,1,3,3,3,3,2,1,2,3,0,0,3,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0
2,2,2,2,1,1,2,2,1,0,0,0,0,1,0,1,2,0,3,0,1,1,1,0,1,0,0,0,1,0,1,0,2,2,2,0,2,3,3,3,2,3,3,3,3,3,3,0,1,1,1,1,1,1,2,1,1,1,0,1,1,1,0,1,1,2,0,1,1,2,1,0,1,0,1,1,3,3,3,0,3,3,2,2,0,3,0,0,0,3,3,3,3,1,0,0,3,3,0,0,2,3,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
2,3,2,2,2,3,2,3,3,3,3,3,2,3,2,3,2,3,2,3,2,3,3,2,3,3,3,3,2,3,3,3,0,0,0,1,2,2,2,1,2,2,2,2,1,1,1,3,0,0,0,0,0,3,1,3,0,0,3,2,2,1,2,1,1,0,3,3,2,1,1,1,2,1,1,2,2,0,0,1,3,3,0,2,0,0,3,2,3,0,0,0,2,0,3,3,3,0,0,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
3,1,0,2,2,2,2,3,3,2,3,3,3,3,2,3,3,3,0,2,3,3,3,3,3,1,0,2,3,0,0,1,3,3,3,2,3,3,2,1,1,3,3,2,2,1,2,3,0,1,0,0,1,0,1,1,0,0,2,0,0,0,0,2,3,1,0,2,3,2,2,3,3,3,3,1,1,1,0,0,0,3,3,0,2,1,0,0,2,2,1,3,1,3,0,0,3,1,3,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,1,1,0
3,1,3,2,3,3,3,2,3,2,3,3,3,3,3,3,3,2,1,0,1,2,2,2,3,2,3,2,2,3,1,1,1,1,2,3,3,2,2,1,1,2,2,3,2,1,2,2,2,1,1,1,1,2,2,1,1,1,0,1,0,0,1,0,1,1,2,0,3,1,0,0,3,3,2,3,2,0,0,0,0,3,3,3,3,3,3,3,3,3,3,1,0,2,0,3,0,0,3,2,3,3,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0
3,0,3,0,3,3,2,3,3,3,3,2,2,2,1,3,3,3,0,0,0,1,2,0,0,1,2,1,0,1,0,1,2,3,0,0,2,2,2,3,1,0,0,1,1,3,0,3,1,3,2,3,1,0,2,2,1,1,0,0,3,2,1,1,2,1,1,0,3,3,1,0,3,3,3,1,2,1,2,2,3,3,0,3,3,3,2,3,3,0,0,0,3,0,3,3,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,1,2,1,3,2,3,2,2,2,3,3,2,2,2,2,0,2,1,2,3,3,2,1,0,2,2,0,0,1,3,3,3,3,3,3,3,3,3,1,3,2,2,2,2,2,2,1,1,1,1,2,0,1,0,0,2,0,0,0,0,1,2,1,0,0,2,1,1,1,2,2,2,2,2,0,0,3,3,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,3,3,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,2,3,3,3,2,0,0,0,1,3,0,2,1,3,1,2,1,0,0,1,2,1,0,1,2,1,1,1,0,3,3,3,2,2,3,2,3,3,3,2,2,2,2,2,0,1,2,2,1,0,0,1,0,1,2,3,1,1,3,3,2,3,0,1,0,3,3,0,0,3,3,2,1,3,2,2,1,0,3,2,2,0,0,0,3,2,2,2,2,1,3,0,0,0,0,2,0,2,1,2,0,1,1,0,0,0,0,0,0,1,1,1,1,0
3,0,0,0,2,1,3,3,3,3,3,3,3,3,1,2,3,3,0,1,1,2,3,3,3,3,3,3,2,2,3,2,0,3,2,2,2,3,0,3,3,1,1,3,0,2,0,3,1,3,1,2,2,0,1,1,0,0,1,0,0,0,1,0,3,1,2,2,1,0,2,1,3,3,3,0,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,3,0,0,0,0,1,1,0,0,0,0,0,1,1,0
1,3,3,3,1,0,1,0,1,1,1,0,1,0,2,1,0,0,2,1,1,2,0,0,0,0,2,1,0,1,1,1,1,1,1,2,1,1,1,0,0,0,1,0,0,2,2,0,2,2,2,2,2,1,0,2,2,3,3,3,3,3,3,1,0,1,0,0,3,2,3,2,1,1,1,3,3,2,3,1,1,1,1,3,1,1,1,3,1,1,1,1,1,2,1,3,1,3,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0
3,2,3,3,3,2,3,3,3,3,3,3,3,2,3,2,3,2,0,3,2,2,3,3,3,3,3,3,2,3,2,3,3,2,2,0,1,1,3,3,0,0,0,2,1,2,1,2,1,1,0,0,0,3,0,0,1,1,2,0,0,2,3,3,2,0,2,3,3,0,1,0,3,2,1,0,0,0,0,2,1,1,3,1,2,2,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,3,3,2,2,1,2,2,3,3,2,2,1,1,2,1,2,1,0,1,0,0,0,1,2,1,0,2,3,2,2,1,2,3,3,3,3,2,2,2,3,0,3,3,2,1,0,0,0,0,0,2,1,0,0,0,0,3,3,2,3,0,0,1,3,3,2,0,0,1,2,2,2,2,3,1,2,3,0,3,0,3,3,3,3,1,0,0,0,1,2,3,3,1,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
3,3,3,3,3,3,1,3,2,1,3,3,3,3,2,3,2,3,1,2,3,3,3,3,3,0,0,1,2,0,1,1,1,0,0,2,1,0,1,1,0,1,1,0,2,2,2,2,3,1,1,2,3,3,1,2,0,0,2,1,1,1,1,1,2,0,0,2,3,2,2,3,3,2,3,1,0,0,0,2,3,2,0,2,2,2,3,3,3,2,2,0,3,0,2,2,0,1,3,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,2,1,2,1,1,1,0,2,1,1,2,2,2,1,0,3,3,3,3,2,2,2,3,2,1,2,3,3,3,1,0,0,2,1,2,2,1,2,3,2,1,3,3,3,3,0,0,0,0,0,3,0,3,0,0,0,1,1,1,1,3,3,3,3,3,1,0,1,1,3,3,3,3,2,2,2,2,3,2,1,2,0,0,3,1,2,2,2,0,3,0,3,2,3,3,1,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1,1,0
3,0,3,2,3,3,3,1,3,1,3,2,2,3,3,2,3,0,1,1,1,0,1,0,1,1,1,0,0,0,3,0,2,2,3,3,3,3,2,1,2,3,3,1,2,2,2,1,0,0,1,1,0,3,2,1,0,0,1,2,2,2,3,0,1,0,1,1,2,2,1,1,2,3,3,1,2,2,2,0,0,2,3,3,1,3,0,0,0,3,3,3,2,3,0,3,0,2,3,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
3,1,3,3,3,3,1,0,0,0,2,3,3,3,2,0,1,0,0,0,0,1,3,3,3,0,2,2,2,1,0,1,1,2,3,1,0,0,2,3,3,0,0,0,1,1,1,1,3,3,2,3,2,0,1,1,3,3,0,1,1,1,2,3,2,3,0,1,0,0,0,1,1,1,1,2,2,1,1,3,3,1,1,0,1,1,0,2,0,0,1,1,3,1,3,0,3,3,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0
0,0,3,3,2,1,2,2,0,1,1,2,1,2,1,1,0,0,3,2,0,0,0,0,0,1,0,0,0,1,0,1,2,2,3,1,1,0,1,1,2,1,1,2,0,3,2,1,3,2,3,3,3,0,2,2,3,3,1,2,1,2,2,3,1,1,1,1,0,2,1,1,0,0,1,1,1,3,3,0,3,3,1,3,3,3,3,1,0,0,1,1,0,0,1,3,1,2,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
2,2,1,1,2,0,1,3,0,0,1,2,2,2,2,3,1,2,0,0,0,1,1,0,0,0,0,0,0,1,1,0,2,3,2,1,1,0,0,1,1,2,1,2,1,1,0,3,3,3,2,2,1,3,2,0,3,3,0,3,2,1,2,0,3,3,3,3,1,2,0,0,3,3,3,3,3,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,0,0,0,0,1,1,1,1,0,0,0,1,1,0
2,1,1,1,1,2,0,0,0,2,2,3,0,2,3,2,0,2,2,1,1,3,1,2,3,1,1,2,1,1,0,2,1,1,1,3,1,2,0,0,3,1,0,0,0,0,0,1,1,2,2,2,2,1,1,1,2,2,3,2,0,3,3,3,0,2,0,1,3,1,3,3,1,2,0,1,1,0,1,3,0,2,3,0,3,0,0,0,3,3,3,3,2,0,0,3,1,3,3,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0
0,0,0,0,0,3,0,1,1,3,2,2,0,0,0,3,1,1,3,2,1,3,2,2,2,3,2,2,3,2,3,3,2,1,0,1,0,0,0,0,3,0,1,3,1,2,0,2,0,1,0,1,1,1,1,2,1,1,3,3,2,2,3,2,3,3,3,3,1,3,2,1,1,3,1,2,1,3,2,3,3,3,3,2,0,0,0,1,0,3,3,3,2,2,0,0,0,2,0,3,3,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0
3,1,2,2,2,1,2,2,2,2,3,2,3,3,3,2,3,3,2,2,3,3,3,3,2,3,3,3,3,3,2,2,2,2,2,3,3,2,3,2,2,2,3,2,2,2,2,3,0,0,0,1,2,2,2,3,0,0,1,1,0,0,0,0,3,3,2,0,1,0,2,0,2,2,1,2,2,0,0,3,3,0,3,0,3,3,1,0,1,0,0,0,3,0,3,0,3,3,1,1,1,3,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
3,3,3,3,2,0,1,2,2,0,3,2,1,0,0,3,1,1,3,0,1,1,0,1,0,0,0,0,1,3,1,0,2,1,2,0,1,0,1,2,2,0,0,2,1,1,3,0,1,0,1,1,1,3,3,3,1,1,0,1,2,0,0,1,3,3,3,2,1,2,1,2,1,0,1,3,1,3,3,1,1,1,3,2,1,1,0,1,1,3,1,3,3,1,0,0,1,2,2,1,2,1,2,0,1,1,0,0,0,1,1,0,0,0,1,1,0
3,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,0,1,2,2,3,3,3,3,3,3,2,3,2,3,1,2,2,3,3,3,3,2,2,2,2,1,1,1,1,3,0,0,0,0,1,1,1,2,0,0,3,1,0,0,1,0,1,1,1,0,2,0,1,0,3,3,2,3,3,1,0,0,0,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,0,3,3,3,3,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
2,2,1,3,1,1,2,0,1,2,2,3,1,3,1,0,3,3,3,0,0,2,2,3,2,2,2,1,1,1,2,2,3,3,0,1,1,2,2,1,3,1,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,1,0,2,2,3,3,1,2,3,3,2,2,1,1,1,3,2,1,2,2,3,2,2,1,1,1,1,3,1,2,1,1,1,1,2,1,1,3,3,0,0,1,1,0,0,1,1,0,0,0,1,1,0
2,2,2,2,1,2,0,3,3,2,3,3,3,3,3,3,2,3,2,2,3,3,2,3,3,2,2,3,3,2,2,2,1,1,1,2,0,1,3,3,0,0,0,3,0,3,0,3,0,1,1,0,1,2,2,2,0,1,1,1,0,0,0,0,2,3,2,2,2,1,0,2,3,2,3,2,2,0,0,3,3,3,2,2,3,1,2,1,2,1,2,1,0,0,0,2,3,3,1,2,3,2,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1,2,2,3,0,2,1,2,2,0,2,2,2,2,2,2,1,1,1,1,2,3,1,1,2,3,3,1,3,3,2,3,2,3,0,0,1,3,0,3,3,0,0,2,0,2,0,1,3,1,1,0,0,3,0,1,2,2,1,2,2,2,2,2,0,2,3,3,2,0,2,1,2,3,2,2,0,2,1,1,2,0,0,3,3,1,3,2,3,0,0,3,3,0,0,0,2,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,2,1,1,2,1,1,0,0,1,3,2,2,0,1,0,2,3,2,1,2,1,1,0,1,1,2,2,3,3,3,3,2,3,0,2,2,3,3,3,3,2,2,2,1,1,0,0,0,0,0,1,0,1,1,0,2,3,2,1,3,3,2,0,2,1,3,3,3,3,2,3,1,0,2,3,3,3,0,0,0,0,3,3,3,1,0,0,0,0,1,3,0,3,0,1,3,3,1,3,2,0,0,1,1,0,0,0,0,0,0,0,1,1,0
0,1,0,2,0,1,0,3,0,2,0,2,0,0,0,0,0,1,3,3,3,3,1,3,2,3,3,3,3,3,3,3,2,3,2,2,2,1,2,3,3,2,0,3,1,0,1,3,0,0,0,1,1,2,1,0,1,2,0,3,1,1,3,2,1,3,2,1,0,0,0,1,0,2,3,3,3,3,2,3,0,0,3,2,3,3,0,3,1,3,3,3,1,3,0,1,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0
2,1,2,2,2,1,2,2,1,1,0,1,1,0,1,0,2,1,2,1,0,0,1,0,1,1,0,1,2,1,2,1,1,0,1,0,1,3,3,2,2,3,3,3,3,3,3,0,1,1,3,3,0,0,3,3,0,1,0,1,1,1,0,0,0,2,2,1,2,2,3,1,0,0,3,1,2,3,3,0,0,3,3,3,3,3,3,3,3,3,3,3,0,3,0,3,0,0,3,2,3,3,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
0,0,2,3,3,3,0,1,1,0,3,3,3,3,3,3,0,1,1,1,2,2,2,3,3,3,3,3,2,3,2,2,0,1,1,0,0,2,0,3,0,0,0,0,0,3,0,3,2,1,0,0,1,3,0,2,2,2,1,2,2,3,2,0,0,0,3,3,2,1,0,3,3,3,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,0,1,1,1,0,0,0,0,0,0,0,1,1,0
1,2,2,1,0,0,1,2,0,2,0,1,0,1,1,3,0,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,1,3,3,3,3,2,0,1,1,2,1,1,2,2,2,1,2,3,3,3,3,1,1,1,3,3,1,0,2,1,0,0,0,3,3,3,3,0,0,3,3,2,3,3,3,3,3,3,2,2,0,3,2,2,0,0,3,2,3,3,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0
2,0,2,3,3,3,2,3,3,2,3,1,1,2,3,2,3,3,1,1,2,2,2,0,0,0,0,1,0,0,2,1,3,2,0,1,3,3,2,1,2,2,1,3,1,1,0,0,0,0,1,1,2,1,3,2,0,0,2,2,2,2,3,1,2,1,3,3,3,1,3,3,0,1,0,0,1,0,1,3,3,0,1,0,1,1,1,0,1,0,0,1,2,1,3,0,3,3,1,1,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,0,2,1,3,0,0,1,2,2,1,3,3,3,2,1,0,0,1,0,2,1,0,1,1,2,0,1,1,1,1,2,1,3,3,2,1,1,2,3,3,1,2,2,2,2,1,1,3,2,2,2,2,2,0,1,3,2,1,2,3,3,2,0,2,0,3,3,1,2,0,2,1,2,1,0,0,1,3,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3,3,1,3,3,2,0,2,0,2,1,1,0,1,3,2,1,3,3,0,2,1,0,0,1,0,1,0,0,0,0,0,2,1,3,3,2,3,1,0,1,2,2,2,1,2,1,0,1,2,1,1,1,3,2,1,1,1,3,3,2,3,2,2,0,0,1,0,3,3,3,3,1,1,0,1,1,0,1,1,2,2,2,0,2,1,1,2,2,2,2,1,2,1,1,1,2,2,2,2,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,2,2,2,3,3,2,3,2,2,3,3,3,1,2,0,2,2,3,3,3,3,2,2,3,2,2,2,2,3,1,2,2,0,3,0,3,3,0,0,2,1,0,0,3,1,0,0,0,1,1,0,2,1,1,2,1,0,2,0,3,1,1,0,2,3,3,0,1,3,3,1,1,1,1,1,1,0,0,3,1,1,1,1,0,0,3,3,3,3,3,0,1,1,1,3,2,2,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0
0,3,3,3,2,2,0,0,0,1,3,3,3,2,0,0,0,1,0,0,2,0,2,2,2,1,0,1,2,0,0,1,0,3,3,0,0,0,2,3,2,0,0,2,1,1,1,2,2,3,3,3,3,0,3,3,3,2,2,0,2,1,0,1,1,2,0,1,0,0,0,0,0,0,0,1,1,1,2,3,1,2,1,1,3,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2,3,3,3,1,1,0,0,0,0,3,3,3,3,2,2,0,1,0,2,3,3,2,2,2,1,0,0,0,2,1,1,0,0,0,2,1,1,1,2,2,1,1,0,2,3,3,0,2,0,1,2,2,3,3,3,2,0,3,3,3,3,3,3,0,0,3,2,1,2,2,1,0,1,2,0,0,3,2,2,0,0,0,0,1,1,2,2,3,3,3,1,2,1,3,2,1,1,1,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0
0,2,3,3,1,2,0,0,0,2,3,3,3,2,0,0,1,0,0,0,3,1,2,3,2,2,0,2,2,0,0,1,1,3,3,1,0,0,3,3,3,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,3,2,0,1,1,2,1,3,2,1,0,2,1,3,1,2,1,0,1,1,1,2,1,0,0,0,3,3,0,3,0,0,2,3,3,2,2,3,2,0,0,1,3,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0
